0,0.6613957,1,0.7077949,0.02497482,1,3,0,4,2,0,9
1,0.9147605,1,0.3516851,0.04386169,1,2,2,3,1,2,10
2,0.6613957,0.75,0.7164345,0.02660948,1,3,0,4,2,0,9
3,0.667235,0.8888889,0.6816763,0.03180963,1,4,0,4,2,0,10
4,0.667235,0.8888889,0.681677,0.03180939,1,4,0,4,2,0,10
5,0.6981648,0.7777778,0.7694384,0.02287829,1,1,1,6,2,0,10
6,0.8719788,0.8888889,0.6854612,0.03052443,1,4,1,3,2,0,10
7,0.667235,0.8888889,0.6816763,0.03180963,1,4,0,4,2,0,10
8,0.657542,0.8888889,0.6917465,0.03165466,1,3,0,3,4,0,10
9,0.8558026,0.9,0.6553821,0.0329814,1,3,1,4,3,0,11
10,0.8719788,0.8888889,0.6542357,0.03352213,1,4,1,3,2,0,10
11,0.6450863,0.9,0.4192877,0.04932213,1,3,0,3,5,0,11
12,0.8868595,1,0.633399,0.02600259,1,2,1,3,2,0,8
13,0.888889,1,0.6207783,0.02905047,1,3,1,3,2,0,9
14,0.888889,0.875,0.5600286,0.03826243,1,3,1,3,2,0,9
15,0.8558026,0.9,0.635552,0.03836191,1,4,1,3,3,0,11
16,0.6450863,0.9,0.4192863,0.04932237,1,3,0,3,5,0,11
17,0.6014748,0.75,0.7417792,0.02875072,1,2,0,5,2,0,9
18,0.6613957,1,0.6977437,0.02744383,1,3,0,4,2,0,9
19,0.8768253,1,0.538654,0.03725952,1,4,1,4,1,0,10
20,0.8680953,0.8,0.3982723,0.04629034,1,4,1,4,2,0,11
21,0.9147605,0.8888889,0.4398709,0.03575104,1,3,2,2,2,1,10
22,0.6573791,0.8,0.5406318,0.04228282,1,4,0,3,4,0,11
23,0.6450863,0.9,0.4198294,0.04926252,1,3,0,3,5,0,11
24,0.6169684,0.9,0.5729541,0.04942596,1,4,0,2,5,0,11
25,0.883618,1,0.6009429,0.03316736,1,3,1,4,1,0,9
26,0.6014748,0.75,0.7376028,0.02993971,1,2,0,5,2,0,9
27,0.8671324,0.8888889,0.6049544,0.04171669,1,3,1,3,3,0,10
28,0.8030992,0.9,0.5122234,0.04225135,1,3,1,2,5,0,11
29,0.9127135,0.875,0.4583994,0.02711052,1,2,2,2,3,0,9
30,0.888889,0.875,0.6847454,0.03101617,1,3,1,3,2,0,9
31,0.6623885,1,0.6907157,0.02962822,1,3,0,4,3,0,10
32,0.8719788,0.7777778,0.4504985,0.04386914,1,4,1,3,2,0,10
33,0.9147605,0.8888889,0.4354367,0.03968012,1,3,2,2,3,0,10
34,0.667235,0.8888889,0.6816763,0.03180963,1,4,0,4,2,0,10
35,0.6561249,0.875,0.7285898,0.0259155,1,4,0,4,1,0,9
36,0.6475007,0.9090909,0.6048512,0.04563242,1,5,0,3,4,0,12
37,0.6573791,0.8,0.6630598,0.03796834,1,4,0,3,4,0,11
38,0.847187,0.8,0.6927453,0.03602779,1,5,1,3,2,0,11
39,0.941809,0.875,0.4408489,0.03195864,1,2,2,3,2,0,9
40,0.9505367,0.8888889,0.4250898,0.03441948,1,3,2,3,2,0,10
41,0.8345289,0.9166667,0.4384933,0.04569781,1,6,1,4,2,0,13
42,0.6487635,0.9,0.5713593,0.03887516,1,5,0,3,3,0,11
43,0.6696718,1,0.6230497,0.0356735,1,4,0,4,3,0,11
44,0.8538575,0.8181818,0.45332,0.04792231,1,5,1,4,2,0,12
45,0.8719788,1,0.5381335,0.04024494,1,4,1,3,2,0,10
